iter	Logloss
154	0.3542584248
155	0.3538312657
156	0.3533559771
157	0.3529023222
158	0.352426542
159	0.3521558454
160	0.3517911512
161	0.3513826014
162	0.3509802818
163	0.350477704
164	0.3500655314
165	0.3496111662
166	0.3491842004
167	0.3486780743
168	0.3481982305
169	0.3478663573
170	0.3472949979
171	0.3470500375
172	0.3464235758
173	0.345730133
174	0.3444692756
175	0.3441077313
176	0.3437705078
177	0.3433085171
178	0.3429621542
179	0.3425530603
180	0.3422687351
181	0.3419481729
182	0.3415977939
183	0.3409786949
184	0.3406747331
185	0.3402832295
186	0.3397668181
187	0.339233864
188	0.338848555
189	0.3385512066
190	0.3381754574
191	0.337579745
192	0.3371503448
193	0.3367313333
194	0.3363178281
195	0.3358676147
196	0.3354371413
197	0.3350607089
198	0.3347134357
199	0.3342216417
200	0.3338287683
201	0.3333750184
202	0.3330147982
203	0.332712413
204	0.3323034428
205	0.3318103231
206	0.3313134923
207	0.3308304461
208	0.3303871054
209	0.3299693213
210	0.3295744542
211	0.32919416
212	0.3281780443
213	0.3278421753
214	0.3273418844
215	0.3270205815
216	0.3266009647
217	0.3261215006
218	0.3254373293
219	0.3249695441
220	0.3244660119
221	0.323926263
222	0.3236026731
223	0.3232894515
224	0.3229141465
225	0.3225648796
226	0.3221127708
227	0.3217338972
228	0.3213152434
229	0.3207760286
230	0.3204369012
231	0.320110748
232	0.3196676785
233	0.3193100809
234	0.318923909
235	0.3177535128
236	0.317265857
237	0.316827219
238	0.3164053798
239	0.3159236067
240	0.3154242754
241	0.3149559715
242	0.3145924708
243	0.3141573676
244	0.3137609968
245	0.3130653025
246	0.3124841562
247	0.3120181222
248	0.3115281744
249	0.3111916205
250	0.3107343055
251	0.310217933
252	0.3097402541
253	0.3092874943
254	0.308708323
255	0.3080787623
256	0.3074912806
257	0.3070641927
258	0.3066261702
259	0.3061252385
260	0.3055599533
261	0.305057006
262	0.3040860378
263	0.3037336227
264	0.303099305
265	0.302627468
266	0.3019861759
267	0.3015197096
268	0.3010792069
269	0.3006498151
270	0.3002529713
271	0.2998009948
272	0.2992223557
273	0.2987380973
274	0.2982924832
275	0.297714819
276	0.2972637054
277	0.2966594029
278	0.2962909995
279	0.2958873423
280	0.2952647697
281	0.2949019709
282	0.2944592354
283	0.2937581721
284	0.2931575756
285	0.2927172848
286	0.2923288192
287	0.2919137272
288	0.2912791247
289	0.2908125127
290	0.290482389
291	0.2898010794
292	0.2894685145
293	0.2889215522
294	0.2884858539
295	0.2880877725
296	0.2876453778
297	0.2871013856
298	0.2865868271
299	0.2861626297
300	0.2855658493
301	0.2851364219
302	0.284659906
303	0.2841974847
304	0.2838314072
305	0.283437325
306	0.2829335792
307	0.2824725311
308	0.2820302517
309	0.2816176501
310	0.2811345242
311	0.280592073
312	0.2800391177
313	0.2796318326
314	0.2791793136
315	0.2786983525
316	0.2782095507
317	0.2774618125
318	0.2768361086
319	0.2762358614
320	0.2757430112
321	0.2752670038
322	0.2749015078
323	0.2745841057
324	0.2741240409
325	0.2736438054
326	0.2732702669
327	0.2728607457
328	0.2723162228
329	0.271931909
330	0.2715103715
331	0.2709599897
332	0.270566089
333	0.2701288293
334	0.2696150795
335	0.2691354222
336	0.2686201551
337	0.2682261374
338	0.268036325
339	0.2675968344
340	0.2672441175
341	0.2668654524
342	0.2664088579
343	0.2660148673
344	0.2655273234
345	0.265155765
346	0.2647378266
347	0.2642643775
348	0.2638583113
349	0.263276853
350	0.2628363417
351	0.2623754801
352	0.2619607035
353	0.2615363671
354	0.2610453038
355	0.2607308684
356	0.2602878515
357	0.2597882931
358	0.2593295048
359	0.2587669609
360	0.258361049
361	0.2579694183
362	0.2576420987
363	0.2572751278
364	0.2568519882
365	0.2564634243
366	0.2560789494
367	0.2557180561
368	0.2551646991
369	0.2547283752
370	0.2542957963
371	0.2538878246
372	0.2535670997
373	0.2530603854
374	0.2525826386
375	0.2523489706
376	0.2518511837
377	0.2516292896
378	0.2512914998
379	0.2509939666
380	0.2506310814
381	0.2503035668
382	0.2499475407
383	0.2494685021
384	0.2491069189
385	0.2486578701
386	0.2482510715
387	0.2479159654
388	0.2474882977
389	0.2470958092
390	0.2468709364
391	0.2465040231
392	0.2462160514
393	0.2458754542
394	0.2453564727
395	0.2450599007
396	0.2446457158
397	0.2442546886
398	0.2437996062
399	0.2434661412
400	0.2431841403
401	0.2427553588
402	0.2424544672
403	0.2419955433
404	0.2416698919
405	0.2412552458
406	0.2410432844
407	0.2406853952
408	0.2402710814
409	0.2398617212
410	0.2394570147
411	0.239078592
412	0.2386619539
413	0.2383647852
414	0.2379430917
415	0.2375460259
416	0.2370806226
417	0.2366978464
418	0.2364397441
419	0.2360614452
420	0.2356804101
421	0.2353068868
422	0.2348575872
423	0.2345920561
424	0.2342339448
425	0.2338951904
426	0.233597825
427	0.2332779359
428	0.2329095443
429	0.2324906854
430	0.2321746073
431	0.2316169849
432	0.2312928456
433	0.2311415318
434	0.2308476249
435	0.2306033545
436	0.230181995
437	0.2298027891
438	0.2294490754
439	0.2290836794
440	0.2287336378
441	0.2283988182
442	0.2281632345
443	0.2277408494
444	0.2273689723
445	0.2271296488
446	0.2268129536
447	0.2265972185
448	0.226236393
449	0.2258307286
450	0.2255720143
451	0.2252979152
452	0.2250683651
453	0.2247303668
454	0.2243649403
455	0.2239955129
456	0.2235810736
457	0.2232698051
458	0.2229758947
459	0.2227555399
460	0.222417823
461	0.2219896434
462	0.2217172141
463	0.2215015299
464	0.2210838526
465	0.2207481531
466	0.2204713415
467	0.2201844192
468	0.2199712151
469	0.2196489238
470	0.2192886391
471	0.2190414969
472	0.2187472322
473	0.2183722341
474	0.2180876207
475	0.2177789087
476	0.2175056741
477	0.2173123407
478	0.2170734393
479	0.2167442752
480	0.2165222981
481	0.21632968
482	0.216033776
483	0.2158275142
484	0.2155372148
485	0.2152711056
486	0.214972245
487	0.214626077
488	0.2142521808
489	0.2138611638
490	0.2134838481
491	0.2132590754
492	0.2129771474
493	0.2127648453
494	0.2125127681
495	0.2123072302
496	0.2119979604
497	0.211585269
498	0.2113085659
499	0.2109582733
500	0.2106983536
501	0.2103178881
502	0.2101175344
503	0.2097774442
504	0.2094349754
505	0.2091759373
506	0.2089328265
507	0.2085367863
508	0.2082691107
509	0.2080317859
510	0.2078329072
511	0.2074860289
512	0.2071789664
513	0.2069542327
514	0.2065693814
515	0.2062609186
516	0.2059734978
517	0.2056987748
518	0.2054573373
519	0.2051973617
520	0.2047993855
521	0.2046393918
522	0.2043600847
523	0.2040954284
524	0.2038095995
525	0.2035851573
526	0.2033196822
527	0.2031184029
528	0.2027770903
529	0.2025582002
530	0.2022953104
531	0.2020335479
532	0.2017748692
533	0.2014629005
534	0.201261194
535	0.2008929025
536	0.2006242859
537	0.200400232
538	0.2001171122
539	0.1998624225
540	0.1996568456
541	0.1993600176
542	0.1990896719
543	0.1988248359
544	0.1984983148
545	0.1983351593
546	0.1980093943
547	0.1975510316
548	0.1973476959
549	0.1971550778
550	0.196852162
551	0.1966464682
552	0.196317499
553	0.1960514305
554	0.1958406321
555	0.1954973428
556	0.1951133884
557	0.1949427024
558	0.1946974657
559	0.1944815509
560	0.1942580429
561	0.1939948852
562	0.1937078154
563	0.193503042
564	0.1931807846
565	0.1928871217
566	0.1926600959
567	0.1924696682
568	0.1923398237
569	0.1921006239
570	0.1919319978
571	0.191653618
572	0.1913565815
573	0.1910868088
574	0.1908306493
575	0.1905683359
576	0.1903436309
577	0.1901651856
578	0.1899349642
579	0.1896937131
580	0.1894633188
581	0.1892168547
582	0.1889652844
583	0.1887379263
584	0.1885228948
585	0.1882270195
586	0.1878697084
587	0.1876780431
588	0.1874311213
589	0.1871919538
590	0.1870207847
591	0.1867582271
592	0.1865427345
593	0.1863205131
594	0.1861635252
595	0.1860072492
596	0.185871917
597	0.1856304168
598	0.1853181192
599	0.1851784673
600	0.1849607284
601	0.1847592762
602	0.1844646707
603	0.1842229823
604	0.1839353683
605	0.1836341172
606	0.1833930205
607	0.1831606341
608	0.1830176985
609	0.1827920527
610	0.1826779829
611	0.1824126383
612	0.1822447207
613	0.1819923282
614	0.1818230858
615	0.1816205935
616	0.1813992393
617	0.1811463246
618	0.1808239087
619	0.1805705134
620	0.1803534559
621	0.1800634371
622	0.1798553037
623	0.1796014464
624	0.1794215609
625	0.1791621931
626	0.1789644078
627	0.1787613654
628	0.1785358653
629	0.1782529922
630	0.1779885469
631	0.177756687
632	0.1775657744
633	0.1773048749
634	0.1771506503
635	0.1768921165
636	0.1766337379
637	0.1764011668
638	0.176168755
639	0.1759698814
640	0.175806887
641	0.1756243975
642	0.175405905
643	0.1752430682
644	0.1750420246
645	0.1747667947
646	0.1745081651
647	0.1742926996
648	0.174100791
649	0.1738149206
650	0.1736318878
651	0.1734212631
652	0.1732064791
653	0.1730439441
654	0.1728990665
655	0.17265685
656	0.1724319391
657	0.1722559664
658	0.172057113
659	0.1717911666
660	0.1715620869
661	0.1713894539
662	0.1712446543
663	0.1710527771
664	0.1708105063
665	0.170622875
666	0.1704406187
667	0.1702067286
668	0.1700338794
669	0.1697965589
670	0.1695326248
671	0.1693114868
672	0.1690890171
673	0.1689124408
674	0.1686797977
675	0.1684919511
676	0.1682766262
677	0.1680175305
678	0.1677643564
679	0.1675590041
680	0.1673847691
681	0.167192346
682	0.1669557469
683	0.1667953895
684	0.1665773742
685	0.1664151724
686	0.1662628829
687	0.1659989759
688	0.1657909171
689	0.1655792219
690	0.1653843067
691	0.1651461335
692	0.1648670587
693	0.1645783834
694	0.1643332561
695	0.1641307222
696	0.1638738185
697	0.1636643746
698	0.1634706343
699	0.1632789445
700	0.1631213301
701	0.1629385363
702	0.1627550568
703	0.1625136922
704	0.1623038168
705	0.1621513875
706	0.1618750727
707	0.1616628544
708	0.1614889466
709	0.1613133553
710	0.1611384548
711	0.160978773
712	0.1608001666
713	0.1605251478
714	0.1602478886
715	0.1601014615
716	0.1599648883
717	0.159755903
718	0.1595761549
719	0.1592888002
720	0.159066628
721	0.1588131649
722	0.158617542
723	0.1584514121
724	0.1582097118
725	0.1579871379
726	0.1578166867
727	0.1575775556
728	0.1574547059
729	0.1572444059
730	0.1570501511
731	0.1569130134
732	0.1567267086
733	0.1565819734
734	0.1564165098
735	0.156215445
736	0.1560973768
737	0.1558367866
738	0.1556523747
739	0.1554631091
740	0.1552910729
741	0.1550990651
742	0.1548329085
743	0.1545915591
744	0.1544388874
745	0.1542847068
746	0.154132264
747	0.1539254817
748	0.153715787
749	0.1534418167
750	0.1533169198
751	0.1531251198
752	0.1529239829
753	0.1527790443
754	0.152586483
755	0.1523844425
756	0.1521828793
757	0.1519790324
758	0.1517159248
759	0.1515640057
760	0.1513932825
761	0.1512256641
762	0.1510847535
763	0.1509166716
764	0.1507977524
765	0.1506977272
766	0.1505032317
767	0.150324187
768	0.1501654767
769	0.1499600379
770	0.1497659662
771	0.1495552636
772	0.149387658
773	0.1492448622
774	0.1490572716
775	0.1489284442
776	0.1487459835
777	0.1485176015
778	0.1483087891
779	0.1481537177
780	0.1479541947
781	0.1476679683
782	0.1474790206
783	0.1473041438
784	0.1471614964
785	0.1470281205
786	0.1468428813
787	0.146696928
788	0.1465729263
789	0.146399271
790	0.1461926507
791	0.1460105867
792	0.1457959392
793	0.1456583954
794	0.1455338275
795	0.1453604172
